🕘️更新时间,#genre#
山西卫视,http://171.14.89.253:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://36.135.118.195:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://39.150.98.32:7799/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://171.14.89.254:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://171.14.89.253:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://36.135.118.195:85/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://iptv.cqshushu.com/migu.php?pid=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&token=77086904ec08fd55eb40d3b01136d84f$订阅源
四川卫视,http://39.150.98.32:7799/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://39.150.98.32:7799/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://171.14.89.254:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://171.14.89.253:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://36.135.118.195:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://39.150.98.32:7799/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://211.142.224.62:2023/paiptv/szws.m3u8
深圳卫视,http://171.14.89.254:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://171.14.89.253:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://36.135.118.195:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://iptv.cqshushu.com/gddf.php?id=szws&token=77086904ec08fd55eb40d3b01136d84f$订阅源
三沙卫视,http://36.135.118.195:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
三沙卫视,http://iptv.cqshushu.com/migu.php?pid=hn_ssws&token=77086904ec08fd55eb40d3b01136d84f$订阅源
天津卫视,http://39.150.98.32:7799/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://39.150.98.32:7799/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://211.142.224.62:2023/paiptv/tjws.m3u8
天津卫视,http://171.14.89.254:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://171.14.89.253:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://36.135.118.195:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
西藏卫视,http://39.150.98.32:7799/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://36.135.118.195:85/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://39.150.98.32:7799/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://39.150.98.32:7799/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.14.89.254:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.14.89.253:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://36.135.118.195:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://39.150.98.32:7799/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://171.14.89.254:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://171.14.89.253:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://36.135.118.195:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0

☘️广东频道,#genre#
广东珠江,http://iptv.cqshushu.com/gdtv.php?id=gdzj&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东珠江,http://iptv.cqshushu.com/migu.php?pid=gd_gdzj&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东体育,http://iptv.cqshushu.com/gdtv.php?id=gdty&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东体育,http://iptv.cqshushu.com/migu.php?pid=hk_gdty&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东体育,http://iptv.cqshushu.com/migu.php?pid=gd_gdty&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东新闻,http://iptv.cqshushu.com/gdtv.php?id=gdxw&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东新闻,http://iptv.cqshushu.com/migu.php?pid=gd_gdxw&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东卫视,http://39.150.98.32:7799/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://39.150.98.32:7799/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://211.142.224.62:2023/paiptv/gdws.m3u8
广东卫视,http://171.14.89.254:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://171.14.89.253:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://36.135.118.195:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://iptv.cqshushu.com/gdtv.php?id=gdws&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东卫视,http://iptv.cqshushu.com/migu.php?pid=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东民生,http://iptv.cqshushu.com/gdtv.php?id=gdms&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东民生,http://iptv.cqshushu.com/migu.php?pid=gd_gdms&token=77086904ec08fd55eb40d3b01136d84f$订阅源
大湾区卫视,http://iptv.cqshushu.com/gdtv.php?id=dwqws1&token=77086904ec08fd55eb40d3b01136d84f$订阅源
大湾区卫视,http://iptv.cqshushu.com/migu.php?pid=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广州综合,http://iptv.cqshushu.com/gddf.php?id=gzzh&token=77086904ec08fd55eb40d3b01136d84f$订阅源
江门综合,http://iptv.cqshushu.com/gddf.php?id=jmzh&token=77086904ec08fd55eb40d3b01136d84f$订阅源
深圳卫视,http://39.150.98.32:7799/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://211.142.224.62:2023/paiptv/szws.m3u8
深圳卫视,http://171.14.89.254:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://171.14.89.253:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://36.135.118.195:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://iptv.cqshushu.com/gddf.php?id=szws&token=77086904ec08fd55eb40d3b01136d84f$订阅源
汕头综合,http://iptv.cqshushu.com/gddf.php?id=stzh&token=77086904ec08fd55eb40d3b01136d84f$订阅源

☘️浙江频道,#genre#

☘️北京频道,#genre#
北京卡酷少儿,http://39.150.98.32:7799/tsfile/live/0017_3.m3u8?key=txiptv&playlive=1&authid=0
北京卡酷少儿,http://iptv.cqshushu.com/migu.php?pid=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&token=77086904ec08fd55eb40d3b01136d84f$订阅源
北京新闻,http://iptv.cqshushu.com/migu.php?pid=%E5%8C%97%E4%BA%AC%E6%96%B0%E9%97%BB&token=77086904ec08fd55eb40d3b01136d84f$订阅源
北京生活,http://iptv.cqshushu.com/migu.php?pid=%E5%8C%97%E4%BA%ACi%E7%94%9F%E6%B4%BB&token=77086904ec08fd55eb40d3b01136d84f$订阅源
北京财经,http://iptv.cqshushu.com/migu.php?pid=%E5%8C%97%E4%BA%AC%E8%B4%A2%E7%BB%8F&token=77086904ec08fd55eb40d3b01136d84f$订阅源

☘️上海频道,#genre#
上海新闻综合,http://iptv.cqshushu.com/migu.php?pid=%E4%B8%8A%E6%B5%B7%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&token=77086904ec08fd55eb40d3b01136d84f$订阅源
上海第一财经,http://iptv.cqshushu.com/migu.php?pid=dycj&token=77086904ec08fd55eb40d3b01136d84f$订阅源
上海都市,http://iptv.cqshushu.com/migu.php?pid=shds&token=77086904ec08fd55eb40d3b01136d84f$订阅源
哈哈炫动,http://39.150.98.32:7799/tsfile/live/0139_15.m3u8?key=txiptv&playlive=1&authid=0
哈哈炫动,http://171.14.89.254:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
哈哈炫动,http://171.14.89.253:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
哈哈炫动,http://iptv.cqshushu.com/migu.php?pid=hhxd&token=77086904ec08fd55eb40d3b01136d84f$订阅源
都市剧场,http://36.135.118.195:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0

☘️江苏频道,#genre#
优漫卡通,http://39.150.98.32:7799/tsfile/live/0139_14.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://171.14.89.254:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://171.14.89.253:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://iptv.cqshushu.com/migu.php?pid=%E4%BC%98%E6%BC%AB%E5%8D%A1%E9%80%9A%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源
南京十八,http://iptv.cqshushu.com/migu.php?pid=%E5%8D%97%E4%BA%AC%E5%8D%81%E5%85%AB%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源
南京教科,http://iptv.cqshushu.com/migu.php?pid=%E5%8D%97%E4%BA%AC%E6%95%99%E7%A7%91%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源
南京新闻综合,http://iptv.cqshushu.com/migu.php?pid=%E5%8D%97%E4%BA%AC%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源
南通新闻综合,http://iptv.cqshushu.com/migu.php?pid=%E5%8D%97%E9%80%9A%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&token=77086904ec08fd55eb40d3b01136d84f$订阅源
江苏体育,http://iptv.cqshushu.com/migu.php?pid=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源
江苏影视,http://iptv.cqshushu.com/migu.php?pid=%E6%B1%9F%E8%8B%8F%E5%BD%B1%E8%A7%86%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源
江苏教育,http://iptv.cqshushu.com/migu.php?pid=%E6%B1%9F%E8%8B%8F%E6%95%99%E8%82%B2&token=77086904ec08fd55eb40d3b01136d84f$订阅源
淮安新闻综合,http://iptv.cqshushu.com/migu.php?pid=%E6%B7%AE%E5%AE%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&token=77086904ec08fd55eb40d3b01136d84f$订阅源
溧水新闻综合,http://iptv.cqshushu.com/migu.php?pid=%E6%BA%A7%E6%B0%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&token=77086904ec08fd55eb40d3b01136d84f$订阅源
连云港新闻综合,http://iptv.cqshushu.com/migu.php?pid=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&token=77086904ec08fd55eb40d3b01136d84f$订阅源

☘️湖南频道,#genre#
湖南经视,http://211.142.224.62:2023/paiptv/HNJS.m3u8
湖南电视剧,http://211.142.224.62:2023/paiptv/HNDSJ.m3u8
湖南电影,http://211.142.224.62:2023/paiptv/HNDY.m3u8
湖南爱晚,http://211.142.224.62:2023/paiptv/HNAW.m3u8
湖南娱乐,http://211.142.224.62:2023/paiptv/hnyl.m3u8

☘️天津频道,#genre#
天津卫视,http://39.150.98.32:7799/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://39.150.98.32:7799/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://211.142.224.62:2023/paiptv/tjws.m3u8
天津卫视,http://171.14.89.254:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://171.14.89.253:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://36.135.118.195:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0

☘️福建频道,#genre#
厦门卫视,http://39.150.98.32:7799/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
福建新闻,http://39.150.98.32:7799/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
福建旅游,http://39.150.98.32:7799/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0

☘️海南频道,#genre#
海南新闻,http://iptv.cqshushu.com/migu.php?pid=hn_xwpd&token=77086904ec08fd55eb40d3b01136d84f$订阅源
海南自贸,http://iptv.cqshushu.com/migu.php?pid=hn_jjpd&token=77086904ec08fd55eb40d3b01136d84f$订阅源
海南文旅,http://iptv.cqshushu.com/migu.php?pid=hn_wlpd&token=77086904ec08fd55eb40d3b01136d84f$订阅源
海南少儿,http://iptv.cqshushu.com/migu.php?pid=hn_sepd&token=77086904ec08fd55eb40d3b01136d84f$订阅源
海南公共,http://iptv.cqshushu.com/migu.php?pid=hn_ggpd&token=77086904ec08fd55eb40d3b01136d84f$订阅源

☘️河南频道,#genre#
河南都市,http://iptv.cqshushu.com/migu.php?pid=%E9%83%BD%E5%B8%82%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源
河南民生,http://iptv.cqshushu.com/migu.php?pid=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源

☘️新疆频道,#genre#
新疆卫视,http://39.150.98.32:7799/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://39.150.98.32:7799/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.14.89.254:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.14.89.253:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://36.135.118.195:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0

☘️山东频道,#genre#
山东教育,http://iptv.cqshushu.com/migu.php?pid=%E5%B1%B1%E4%B8%9C%E6%95%99%E8%82%B2&token=77086904ec08fd55eb40d3b01136d84f$订阅源

☘️吉林频道,#genre#
延边卫视,http://36.135.118.195:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
吉林都市,http://36.135.118.195:85/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0

☘️内蒙古频道,#genre#

🌊港·澳·台,#genre#
翡翠台,http://iptv.cqshushu.com/migu.php?pid=hk_fct&token=77086904ec08fd55eb40d3b01136d84f$订阅源
翡翠台,http://iptv.cqshushu.com/migu.php?pid=hk_fct4k&token=77086904ec08fd55eb40d3b01136d84f$订阅源
明珠台,http://iptv.cqshushu.com/migu.php?pid=hk_mzt&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰中文,http://iptv.cqshushu.com/gddf.php?id=fhzw&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰中文,http://iptv.cqshushu.com/migu.php?pid=fhzw&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰中文,http://iptv.cqshushu.com/migu.php?pid=hk_fhzw&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰资讯,http://iptv.cqshushu.com/gddf.php?id=fhzx&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰资讯,http://iptv.cqshushu.com/migu.php?pid=fhzx&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰资讯,http://iptv.cqshushu.com/migu.php?pid=hk_fhzx&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰香港,http://iptv.cqshushu.com/gddf.php?id=fhhk&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰香港,http://iptv.cqshushu.com/migu.php?pid=fhhk&token=77086904ec08fd55eb40d3b01136d84f$订阅源
凤凰香港,http://iptv.cqshushu.com/migu.php?pid=hk_fhhk&token=77086904ec08fd55eb40d3b01136d84f$订阅源
纬来体育,http://iptv.cqshushu.com/wltv.php?id=wlty&token=77086904ec08fd55eb40d3b01136d84f$订阅源

🎬电影频道,#genre#
CHC家庭影院,http://36.135.118.195:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0
CHC动作电影,http://36.135.118.195:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=0&authid=0
CHC高清电影,http://36.135.118.195:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0
经典电影,http://39.150.98.32:7799/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0

🏀体育频道,#genre#
CCTV-5,http://39.150.98.32:7799/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://39.150.98.32:7799/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://211.142.224.62:2023/paiptv/CCTV5.m3u8
CCTV-5,http://171.14.89.254:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://171.14.89.253:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://36.135.118.195:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5,http://iptv.cqshushu.com/migu.php?pid=cctv5&token=77086904ec08fd55eb40d3b01136d84f$订阅源
CCTV-5,http://iptv.cqshushu.com/migu.php?pid=cctv5p&token=77086904ec08fd55eb40d3b01136d84f$订阅源
CCTV-5+,http://39.150.98.32:7799/tsfile/live/0016_5.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://36.135.118.195:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://iptv.cqshushu.com/gdtv.php?id=gdty&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东体育,http://iptv.cqshushu.com/migu.php?pid=hk_gdty&token=77086904ec08fd55eb40d3b01136d84f$订阅源
广东体育,http://iptv.cqshushu.com/migu.php?pid=gd_gdty&token=77086904ec08fd55eb40d3b01136d84f$订阅源
纬来体育,http://iptv.cqshushu.com/wltv.php?id=wlty&token=77086904ec08fd55eb40d3b01136d84f$订阅源
五星体育,http://iptv.cqshushu.com/migu.php?pid=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&token=77086904ec08fd55eb40d3b01136d84f$订阅源
五星体育,https://other.ottiptv.cc/wxty.m3u8?token=77086904ec08fd55eb40d3b01136d84f$订阅源
江苏体育,http://iptv.cqshushu.com/migu.php?pid=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源

🪁动画频道,#genre#
卡酷动画,http://39.150.98.32:7799/tsfile/live/0017_3.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://iptv.cqshushu.com/migu.php?pid=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&token=77086904ec08fd55eb40d3b01136d84f$订阅源
优漫卡通,http://39.150.98.32:7799/tsfile/live/0139_14.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://171.14.89.254:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://171.14.89.253:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://iptv.cqshushu.com/migu.php?pid=%E4%BC%98%E6%BC%AB%E5%8D%A1%E9%80%9A%E9%A2%91%E9%81%93&token=77086904ec08fd55eb40d3b01136d84f$订阅源
金鹰卡通,http://39.150.98.32:7799/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://39.150.98.32:7799/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://171.14.89.254:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://171.14.89.253:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://36.135.118.195:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=0&authid=0
炫动卡通,http://39.150.98.32:7799/tsfile/live/0139_15.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://171.14.89.254:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://171.14.89.253:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://iptv.cqshushu.com/migu.php?pid=hhxd&token=77086904ec08fd55eb40d3b01136d84f$订阅源

🎮游戏频道,#genre#

🎵音乐频道,#genre#
CCTV-15,http://39.150.98.32:7799/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://211.142.224.62:2023/paiptv/CCTV15.m3u8
CCTV-15,http://171.14.89.254:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://171.14.89.253:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://36.135.118.195:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://iptv.cqshushu.com/migu.php?pid=cctv15&token=77086904ec08fd55eb40d3b01136d84f$订阅源

🈳无结果频道,#genre#
文化精品,url
央视台球,url
风云音乐,url
怀旧剧场,url
女性时尚,url
风云足球,url
电视指南,url
浙江钱江,url
浙江民生,url
浙江新闻,url
浙江少儿,url
浙江教科,url
浙江经济,url
之江纪录,url
浙江国际,url
动漫秀场,url
生活时尚,url
吉林生活,url
吉林乡村,url
内蒙古经济生活,url
内蒙古少儿,url
内蒙古文体娱乐,url
内蒙古农牧,url
内蒙古蒙语文化,url
睛彩篮球,url
睛彩羽毛球,url
睛彩广场舞,url
风云足球,url
快乐垂钓,url
动漫秀场,url
浙江少儿,url
游戏风云,url
风云音乐,url
